build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
,2.0,1,85,Saint-Nicolas,2,4420.0,169000.0,vbd44043,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd44043,To renovate,0,1,Liège,house,to_renovate
1979,4.0,1,198,Ham,5,3945.0,549000.0,rbu46088,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu46088,,0,1,Limburg,house,
,,0,,,,,,vwd14606,,https://immovlan.be/en/detail/residence/for-sale/5060/tamines/vwd14606,,0,,,,
,3.0,0,140,Saint-Nicolas,3,4420.0,150000.0,vbd44195,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd44195,To be renovated,0,1,Liège,house,to_renovate
,3.0,1,301,Velaine,4,5060.0,350000.0,vbd27555,Residence,https://immovlan.be/en/detail/residence/for-sale/5060/velaine/vbd27555,Normal,0,1,Namur,house,ready_to_move_in
,,0,,,,,,rbu52368,,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu52368,,0,,,,
,4.0,1,182,Saint-Nicolas,3,4420.0,389000.0,vbd45081,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd45081,Excellent,0,1,Liège,house,ready_to_move_in
,2.0,0,215,Velaine,4,5060.0,299000.0,vbd41245,Residence,https://immovlan.be/en/detail/residence/for-sale/5060/velaine/vbd41245,Normal,0,,Namur,house,ready_to_move_in
,4.0,1,250,Ham,4,3945.0,420000.0,rbu60998,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu60998,,0,1,Limburg,house,
2006,3.0,1,165,Saint-Nicolas,4,4420.0,229000.0,vbd46454,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd46454,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,160,Fosses-la-Ville,5,5070.0,398852.0,vbc96266,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbc96266,New,0,,Namur,house,ready_to_move_in
1955,2.0,1,260,Ham,3,3945.0,525000.0,rbu62093,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu62093,,0,1,Limburg,house,
,4.0,1,158,Fosses-la-Ville,3,5070.0,358363.0,vbc96423,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbc96423,New,0,,Namur,house,ready_to_move_in
,2.0,1,110,Saint-Nicolas,2,4420.0,159000.0,vbd48346,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd48346,Normal,0,1,Liège,house,ready_to_move_in
1967,2.0,1,180,Ham,4,3945.0,239000.0,rbu62383,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu62383,,0,1,Limburg,house,
,2.0,1,69,Saint-Nicolas,2,4420.0,115000.0,vbd49044,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd49044,Normal,0,0,Liège,house,ready_to_move_in
,2.0,0,64,Fosses-la-Ville,1,5070.0,139000.0,vbd21943,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbd21943,Excellent,0,0,Namur,house,ready_to_move_in
1961,,1,159,Ham,3,3945.0,349000.0,rbu62652,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu62652,Normal,0,0,Limburg,house,ready_to_move_in
,4.0,1,147,Fosses-la-Ville,4,5070.0,367912.0,vbd26423,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbd26423,New,0,,Namur,house,ready_to_move_in
1932,3.0,1,271,Ham,3,3945.0,449000.0,rbu64904,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu64904,Normal,0,1,Limburg,house,ready_to_move_in
1964,2.0,0,141,Saint-Nicolas,2,4420.0,220000.0,vbd49200,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd49200,,0,1,Liège,house,
,4.0,1,190,Fosses-la-Ville,4,5070.0,397365.0,vbd26424,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vbd26424,New,0,,Namur,house,ready_to_move_in
,3.0,1,162,Ham,3,3945.0,399000.0,rbu66615,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu66615,Normal,0,0,Limburg,house,ready_to_move_in
1942,2.0,0,170,Saint-Nicolas,3,4420.0,279000.0,vbd49544,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd49544,Excellent,0,1,Liège,house,ready_to_move_in
1900,2.0,0,147,Fosses-la-Ville,3,5070.0,179000.0,vwd14171,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/fosses-la-ville/vwd14171,To be renovated,0,1,Namur,house,to_renovate
,,0,,,,,,rbu50847,,https://immovlan.be/en/detail/residence/for-sale/3950/bocholt/rbu50847,,0,,,,
1975,,0,160,Saint-Nicolas,3,4420.0,329000.0,vbd49877,Residence,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd49877,Fully renovated,0,1,Liège,house,ready_to_move_in
,4.0,1,255,Sart-Eustache,3,5070.0,298000.0,vbd17124,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/sart-eustache/vbd17124,,0,0,Namur,house,
1963,4.0,1,183,Bocholt,3,3950.0,265000.0,rbu55632,Residence,https://immovlan.be/en/detail/residence/for-sale/3950/bocholt/rbu55632,Normal,0,0,Limburg,house,ready_to_move_in
1950,,1,81,Ans,2,4430.0,169000.0,vbd42192,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd42192,Normal,0,1,Liège,house,ready_to_move_in
1970,4.0,1,522,Vitrival,4,5070.0,449000.0,vbc78968,Residence,https://immovlan.be/en/detail/residence/for-sale/5070/vitrival/vbc78968,Normal,0,1,Namur,house,ready_to_move_in
1959,4.0,1,150,Bocholt,2,3950.0,297000.0,rbu55633,Residence,https://immovlan.be/en/detail/residence/for-sale/3950/bocholt/rbu55633,Normal,0,1,Limburg,house,ready_to_move_in
,,1,183,Ans,6,4430.0,318000.0,vbd44737,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd44737,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,128,La Bruyère,3,5080.0,335000.0,vbd29235,Residence,https://immovlan.be/en/detail/residence/for-sale/5080/la-bruyere/vbd29235,Normal,0,1,Namur,house,ready_to_move_in
1981,4.0,1,,Bocholt,3,3950.0,345000.0,rbu60140,Residence,https://immovlan.be/en/detail/residence/for-sale/3950/bocholt/rbu60140,Normal,0,1,Limburg,house,ready_to_move_in
,,1,123,Ans,2,4430.0,79000.0,vbd44738,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd44738,To be renovated,0,0,Liège,house,to_renovate
1975,4.0,1,165,Meux,3,5081.0,255000.0,vbd21672,Residence,https://immovlan.be/en/detail/residence/for-sale/5081/meux/vbd21672,To be renovated,0,1,Namur,house,to_renovate
1979,4.0,1,217,Kaulille,4,3950.0,497000.0,rbu60103,Residence,https://immovlan.be/en/detail/residence/for-sale/3950/kaulille/rbu60103,Excellent,0,0,Limburg,house,ready_to_move_in
,2.0,0,90,Ans,2,4430.0,139000.0,vbd46416,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd46416,To renovate,0,1,Liège,house,to_renovate
1985,4.0,1,139,Meux,3,5081.0,499000.0,vbd32468,Residence,https://immovlan.be/en/detail/residence/for-sale/5081/meux/vbd32468,To be renovated,0,1,Namur,house,to_renovate
2025,4.0,1,,Bree,3,3960.0,392000.0,rbu28467,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu28467,,0,1,Limburg,house,
1957,2.0,1,90,Ans,2,4430.0,125000.0,vbd49103,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd49103,To renovate,0,0,Liège,house,to_renovate
,2.0,1,135,Ans,3,4430.0,219000.0,vbd49245,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd49245,Normal,0,0,Liège,house,ready_to_move_in
1930,3.0,1,,Bree,,3960.0,220000.0,rbu32073,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu32073,,0,0,Limburg,house,
,,0,,,,,,vbd44891,,https://immovlan.be/en/detail/residence/for-sale/5081/saint-denis/vbd44891,,0,,,,
1935,4.0,1,278,Bree,3,3960.0,395000.0,rbu34973,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu34973,,0,1,Limburg,house,
,3.0,1,119,Dave,3,5100.0,320000.0,vbd41635,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/dave/vbd41635,To renovate,0,1,Namur,house,to_renovate
,3.0,1,96,Ans,2,4430.0,135000.0,vbd49351,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd49351,To be renovated,0,1,Liège,house,to_renovate
1909,3.0,0,584,Bree,3,3960.0,500000.0,rbu51036,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu51036,Normal,0,0,Limburg,house,ready_to_move_in
1918,3.0,1,173,Loncin,5,4431.0,249999.0,vbd49821,Residence,https://immovlan.be/en/detail/residence/for-sale/4431/loncin/vbd49821,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,190,Jambes,4,5100.0,515000.0,vbd11497,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd11497,Normal,1,1,Namur,house,ready_to_move_in
1968,3.0,1,160,Bree,3,3960.0,238500.0,rbu56912,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu56912,,0,1,Limburg,house,
1950,3.0,1,153,Alleur,3,4432.0,385000.0,vbd41418,Residence,https://immovlan.be/en/detail/residence/for-sale/4432/alleur/vbd41418,Normal,0,1,Liège,house,ready_to_move_in
1955,2.0,1,187,Jambes,5,5100.0,299000.0,vbd18022,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd18022,Normal,0,1,Namur,house,ready_to_move_in
2007,2.0,1,,Bree,4,3960.0,395000.0,rbu66898,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/bree/rbu66898,Normal,0,1,Limburg,house,ready_to_move_in
1965,2.0,1,115,Alleur,3,4432.0,265000.0,vbd45537,Residence,https://immovlan.be/en/detail/residence/for-sale/4432/alleur/vbd45537,Excellent,0,1,Liège,house,ready_to_move_in
,3.0,1,140,Jambes,2,5100.0,260000.0,vbd33138,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd33138,Normal,0,0,Namur,house,ready_to_move_in
1973,3.0,1,94,Alleur,3,4432.0,150000.0,vbd46116,Residence,https://immovlan.be/en/detail/residence/for-sale/4432/alleur/vbd46116,To be renovated,0,0,Liège,house,to_renovate
1970,4.0,1,137,Opitter,3,3960.0,275000.0,rbu35098,Residence,https://immovlan.be/en/detail/residence/for-sale/3960/opitter/rbu35098,To be renovated,0,1,Limburg,house,to_renovate
2005,4.0,1,231,Jambes,3,5100.0,480000.0,vbd33683,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd33683,Normal,1,1,Namur,house,ready_to_move_in
,3.0,1,145,Alleur,3,4432.0,249000.0,vbd49032,Residence,https://immovlan.be/en/detail/residence/for-sale/4432/alleur/vbd49032,,0,1,Liège,house,
1990,4.0,1,214,Leopoldsburg,4,3970.0,,rbu28604,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu28604,Normal,0,1,Limburg,house,ready_to_move_in
,2.0,1,,Alleur,3,4432.0,260000.0,vbd49651,Residence,https://immovlan.be/en/detail/residence/for-sale/4432/alleur/vbd49651,,0,0,Liège,house,
,4.0,1,109,Jambes,2,5100.0,325000.0,vbd34130,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd34130,Normal,0,1,Namur,house,ready_to_move_in
,3.0,1,166,Leopoldsburg,4,3970.0,375300.0,rbu33958,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu33958,New,0,1,Limburg,house,ready_to_move_in
,4.0,1,217,Slins,3,4450.0,355000.0,vbd46138,Residence,https://immovlan.be/en/detail/residence/for-sale/4450/slins/vbd46138,,0,1,Liège,house,
1900,2.0,1,130,Jambes,2,5100.0,220000.0,vbd38419,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd38419,To be renovated,0,1,Namur,house,to_renovate
1996,4.0,1,158,Leopoldsburg,4,3970.0,438000.0,rbu36704,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu36704,,0,1,Limburg,house,
1951,2.0,1,138,Voroux-lez-Liers,3,4451.0,220000.0,vbd41934,Residence,https://immovlan.be/en/detail/residence/for-sale/4451/voroux-lez-liers/vbd41934,To be renovated,0,0,Liège,house,to_renovate
1992,4.0,1,208,Jambes,4,5100.0,495000.0,vbd39688,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd39688,Normal,0,1,Namur,house,ready_to_move_in
1989,2.0,1,161,Leopoldsburg,3,3970.0,425000.0,rbu36709,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu36709,,0,1,Limburg,house,
,,0,,,,,,vbd42744,,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd42744,,0,,,,
,3.0,1,160,Jambes,4,5100.0,235000.0,vbd40292,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd40292,To be renovated,0,0,Namur,house,to_renovate
1937,3.0,0,,Leopoldsburg,,3970.0,269000.0,rbu41661,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu41661,,0,1,Limburg,house,
1899,3.0,0,164,Grâce-Hollogne,3,4460.0,189000.0,vbd44305,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd44305,To be renovated,0,1,Liège,house,to_renovate
,4.0,1,128,Naninne,3,5100.0,405148.0,vbd32556,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/naninne/vbd32556,New,0,,Namur,house,ready_to_move_in
1983,2.0,0,221,Leopoldsburg,3,3970.0,495000.0,rbu42355,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu42355,,0,1,Limburg,house,
,,1,145,Grâce-Hollogne,3,4460.0,229000.0,vbd44739,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd44739,To renovate,0,1,Liège,house,to_renovate
,4.0,1,132,Naninne,3,5100.0,409640.0,vbd32557,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/naninne/vbd32557,New,0,,Namur,house,ready_to_move_in
2017,2.0,1,235,Leopoldsburg,3,3970.0,495000.0,rbu43581,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu43581,,0,1,Limburg,house,
1987,4.0,1,320,Grâce-Hollogne,3,4460.0,575000.0,vbd44910,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd44910,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,110,Wépion,2,5100.0,200000.0,vbd30538,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd30538,To renovate,0,,Namur,house,to_renovate
1875,3.0,0,95,Grâce-Hollogne,2,4460.0,119000.0,vbd45249,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd45249,To renovate,0,0,Liège,house,to_renovate
1953,2.0,1,182,Leopoldsburg,3,3970.0,240000.0,rbu45263,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu45263,,0,0,Limburg,house,
,4.0,1,260,Wépion,4,5100.0,445000.0,vbd43949,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd43949,To renovate,0,,Namur,house,to_renovate
1875,3.0,0,100,Grâce-Hollogne,2,4460.0,119000.0,vbd45250,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd45250,To renovate,0,0,Liège,house,to_renovate
2007,2.0,0,142,Leopoldsburg,3,3970.0,289000.0,rbu45268,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu45268,,0,0,Limburg,house,
,3.0,1,350,Wépion,4,5100.0,265000.0,vbd45646,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd45646,,0,0,Namur,house,
,3.0,1,240,Wépion,,5100.0,345000.0,vbd46132,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd46132,,0,0,Namur,house,
1850,4.0,1,287,Grâce-Hollogne,4,4460.0,379000.0,vbd47295,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd47295,Normal,0,1,Liège,house,ready_to_move_in
1936,2.0,1,215,Leopoldsburg,5,3970.0,329000.0,rbu45694,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu45694,,0,1,Limburg,house,
1953,4.0,1,239,Wépion,5,5100.0,450000.0,vbd48268,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd48268,To be renovated,0,1,Namur,house,to_renovate
1950,,1,165,Grâce-Hollogne,3,4460.0,249000.0,vbd47308,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd47308,Normal,0,1,Liège,house,ready_to_move_in
1942,2.0,0,,Leopoldsburg,,3970.0,289000.0,rbu46462,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu46462,,0,1,Limburg,house,
1953,4.0,1,239,Wépion,5,5100.0,600000.0,vbd48271,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd48271,To be renovated,0,1,Namur,house,to_renovate
2006,2.0,1,205,Grâce-Hollogne,5,4460.0,425000.0,vbd48339,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd48339,Excellent,0,1,Liège,house,ready_to_move_in
2009,4.0,1,193,Wierde,3,5100.0,625000.0,vbd46107,Residence,https://immovlan.be/en/detail/residence/for-sale/5100/wierde/vbd46107,Excellent,0,1,Namur,house,ready_to_move_in
1930,3.0,1,217,Leopoldsburg,3,3970.0,379000.0,rbu48092,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu48092,,0,1,Limburg,house,
2001,3.0,1,425,Grâce-Hollogne,3,4460.0,649000.0,vbd49836,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd49836,Excellent,1,1,Liège,house,ready_to_move_in
1995,4.0,1,255,Lives-sur-Meuse,3,5101.0,975000.0,vbd45060,Residence,https://immovlan.be/en/detail/residence/for-sale/5101/lives-sur-meuse/vbd45060,Excellent,1,1,Namur,house,ready_to_move_in
1899,2.0,0,108,Hollogne-aux-Pierres,1,4460.0,129000.0,vbd44227,Residence,https://immovlan.be/en/detail/residence/for-sale/4460/hollogne-aux-pierres/vbd44227,Normal,0,0,Liège,house,ready_to_move_in
,3.0,0,65,Saint-Georges-sur-Meuse,2,4470.0,169000.0,vbd42394,Residence,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbd42394,Excellent,0,1,Liège,house,ready_to_move_in
1874,3.0,1,206,Boignée,4,5140.0,399000.0,vbd50038,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/boignee/vbd50038,Normal,0,1,Namur,house,ready_to_move_in
2001,2.0,1,274,Leopoldsburg,4,3970.0,575000.0,rbu48449,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu48449,,0,1,Limburg,house,
2009,4.0,1,130,Saint-Georges-sur-Meuse,3,4470.0,299000.0,vbd43311,Residence,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbd43311,Normal,0,1,Liège,house,ready_to_move_in
,3.0,1,160,Ligny,4,5140.0,299000.0,vbd32990,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/ligny/vbd32990,Normal,0,1,Namur,house,ready_to_move_in
,2.0,1,156,Leopoldsburg,3,3970.0,249000.0,rbu50858,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu50858,,0,1,Limburg,house,
,3.0,1,200,Ligny,4,5140.0,298000.0,vbd38307,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/ligny/vbd38307,,0,1,Namur,house,
1979,4.0,1,165,Saint-Georges-sur-Meuse,4,4470.0,349000.0,vbd48397,Residence,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbd48397,Normal,0,1,Liège,house,ready_to_move_in
1980,2.0,1,324,Leopoldsburg,3,3970.0,449000.0,rbu50896,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu50896,,0,1,Limburg,house,
1950,4.0,1,123,Saint-Georges-sur-Meuse,3,4470.0,160000.0,vbd48864,Residence,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbd48864,To be renovated,0,1,Liège,house,to_renovate
2017,2.0,1,225,Leopoldsburg,3,3970.0,539000.0,rbu51907,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu51907,,0,0,Limburg,house,
,4.0,1,155,Ligny,4,5140.0,299000.0,vbd42175,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/ligny/vbd42175,Normal,0,1,Namur,house,ready_to_move_in
1970,3.0,1,470,Saint-Georges-sur-Meuse,4,4470.0,495000.0,vwd14673,Residence,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vwd14673,Excellent,0,1,Liège,house,ready_to_move_in
1938,2.0,1,200,Leopoldsburg,3,3970.0,258000.0,rbu55987,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu55987,,0,1,Limburg,house,
,,0,83,Engis,2,4480.0,159000.0,vbd41945,Residence,https://immovlan.be/en/detail/residence/for-sale/4480/engis/vbd41945,Fully renovated,0,0,Liège,house,ready_to_move_in
1994,4.0,1,240,Leopoldsburg,4,3970.0,498000.0,rbu58843,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu58843,,0,1,Limburg,house,
1999,4.0,1,136,Sombreffe,3,5140.0,449000.0,vbc78967,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/sombreffe/vbc78967,Excellent,0,1,Namur,house,ready_to_move_in
,,1,145,Engis,3,4480.0,215000.0,vbd45439,Residence,https://immovlan.be/en/detail/residence/for-sale/4480/engis/vbd45439,Normal,0,1,Liège,house,ready_to_move_in
2016,2.0,1,185,Leopoldsburg,3,3970.0,375000.0,rbu60161,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu60161,,0,1,Limburg,house,
,,1,157,Sombreffe,4,5140.0,200000.0,vbd20271,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/sombreffe/vbd20271,To be renovated,0,1,Namur,house,to_renovate
1900,3.0,1,100,Engis,3,4480.0,180000.0,vbd47335,Residence,https://immovlan.be/en/detail/residence/for-sale/4480/engis/vbd47335,To renovate,0,1,Liège,house,to_renovate
1951,,1,195,Leopoldsburg,4,3970.0,179000.0,rbu62649,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu62649,To be renovated,0,0,Limburg,house,to_renovate
1930,2.0,1,122,Engis,3,4480.0,129000.0,vbd48527,Residence,https://immovlan.be/en/detail/residence/for-sale/4480/engis/vbd48527,To renovate,0,1,Liège,house,to_renovate
,,0,,,,,,vbd22680,,https://immovlan.be/en/detail/residence/for-sale/5140/sombreffe/vbd22680,,0,,,,
1950,3.0,1,126,Leopoldsburg,2,3970.0,249000.0,rbu64335,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu64335,,0,0,Limburg,house,
,4.0,1,154,Sombreffe,4,5140.0,285000.0,vbd36510,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/sombreffe/vbd36510,Normal,0,1,Namur,house,ready_to_move_in
1840,2.0,0,119,Huy,3,4500.0,125000.0,vbc47476,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbc47476,To be renovated,0,0,Liège,house,to_renovate
,4.0,1,219,Leopoldsburg,3,3970.0,449000.0,rbu65260,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu65260,Normal,0,0,Limburg,house,ready_to_move_in
2006,4.0,1,188,Tongrinne,4,5140.0,550000.0,vbd26941,Residence,https://immovlan.be/en/detail/residence/for-sale/5140/tongrinne/vbd26941,Normal,1,1,Namur,house,ready_to_move_in
,2.0,0,245,Huy,5,4500.0,199000.0,vbc64993,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbc64993,,0,,Liège,house,
,3.0,1,150,Leopoldsburg,3,3970.0,409000.0,rbu65314,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu65314,,0,1,Limburg,house,
,3.0,1,216,Floreffe,5,5150.0,310000.0,vbd20656,Residence,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbd20656,To be renovated,0,1,Namur,house,to_renovate
2024,3.0,1,103,Huy,4,4500.0,320000.0,vbc82657,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbc82657,New,0,1,Liège,house,ready_to_move_in
1962,3.0,1,170,Leopoldsburg,3,3970.0,330000.0,rwc41012,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rwc41012,Normal,0,1,Limburg,house,ready_to_move_in
,2.0,1,146,Floreffe,4,5150.0,199000.0,vbd47017,Residence,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbd47017,To renovate,0,1,Namur,house,to_renovate
2024,3.0,1,122,Huy,3,4500.0,360000.0,vbc96984,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbc96984,New,0,1,Liège,house,ready_to_move_in
2009,2.0,1,349,Heppen,6,3971.0,690000.0,rbu36706,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu36706,,0,1,Limburg,house,
,4.0,1,195,Bois-de-Villers,5,5170.0,269000.0,vbd24580,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/bois-de-villers/vbd24580,,0,1,Namur,house,
,2.0,0,90,Huy,2,4500.0,79500.0,vbd26895,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd26895,Normal,0,0,Liège,house,ready_to_move_in
1975,4.0,1,167,Heppen,3,3971.0,295000.0,rbu40624,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu40624,,0,1,Limburg,house,
,4.0,1,,Bois-de-Villers,3,5170.0,320000.0,vbd41529,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/bois-de-villers/vbd41529,,0,1,Namur,house,
,4.0,1,210,Huy,4,4500.0,325000.0,vbd41688,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd41688,Normal,0,1,Liège,house,ready_to_move_in
1988,4.0,1,166,Heppen,3,3971.0,399000.0,rbu43238,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu43238,,0,0,Limburg,house,
,3.0,1,260,Lustin,6,5170.0,410000.0,vbd22097,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/lustin/vbd22097,Normal,0,1,Namur,house,ready_to_move_in
1900,2.0,1,200,Huy,4,4500.0,250000.0,vbd42399,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd42399,To renovate,0,1,Liège,house,to_renovate
1952,3.0,1,170,Heppen,3,3971.0,299000.0,rbu46085,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu46085,,0,1,Limburg,house,
,4.0,1,200,Lustin,4,5170.0,450000.0,vbd28184,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/lustin/vbd28184,Normal,0,1,Namur,house,ready_to_move_in
