build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
1900,3.0,1,90,Huy,3,4500.0,195000.0,vbd42483,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd42483,Normal,0,1,Liège,house,ready_to_move_in
2025,3.0,1,225,Heppen,4,3971.0,389000.0,rbu49789,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu49789,,0,1,Limburg,house,
1900,3.0,1,390,Lustin,7,5170.0,695000.0,vbd29642,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/lustin/vbd29642,Excellent,1,1,Namur,house,ready_to_move_in
1900,2.0,0,100,Huy,3,4500.0,179500.0,vbd43312,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd43312,Normal,0,1,Liège,house,ready_to_move_in
1953,3.0,1,173,Heppen,3,3971.0,285000.0,rbu50895,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu50895,,0,1,Limburg,house,
,4.0,1,203,Profondeville,4,5170.0,649000.0,vbd12463,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/profondeville/vbd12463,Excellent,0,0,Namur,house,ready_to_move_in
2010,3.0,1,150,Huy,3,4500.0,299000.0,vbd46271,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd46271,Excellent,0,1,Liège,house,ready_to_move_in
1973,4.0,1,150,Heppen,3,3971.0,315000.0,rbu52169,Residence,https://immovlan.be/en/detail/residence/for-sale/3971/heppen/rbu52169,Excellent,0,1,Limburg,house,ready_to_move_in
,,1,146,Huy,4,4500.0,275000.0,vbd47876,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47876,Fully renovated,0,1,Liège,house,ready_to_move_in
,,1,153,Profondeville,6,5170.0,280000.0,vbd31949,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/profondeville/vbd31949,Normal,0,0,Namur,house,ready_to_move_in
1968,3.0,1,188,Tessenderlo,3,3980.0,220000.0,rbu29479,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu29479,,0,1,Limburg,house,
,2.0,0,160,Huy,3,4500.0,189500.0,vbd47895,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47895,To renovate,0,1,Liège,house,to_renovate
,4.0,1,41,Profondeville,1,5170.0,155000.0,vbd32093,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/profondeville/vbd32093,Normal,0,1,Namur,house,ready_to_move_in
1946,4.0,1,183,Tessenderlo,4,3980.0,345000.0,rbu36005,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu36005,To be renovated,0,1,Limburg,house,to_renovate
1975,3.0,1,135,Profondeville,4,5170.0,299000.0,vbd44304,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/profondeville/vbd44304,Normal,0,1,Namur,house,ready_to_move_in
,3.0,1,124,Huy,4,4500.0,175000.0,vbd49842,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd49842,To renovate,0,1,Liège,house,to_renovate
2022,2.0,1,227,Tessenderlo,3,3980.0,525000.0,rbu38175,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu38175,,1,0,Limburg,house,
1962,4.0,1,206,Profondeville,3,5170.0,479000.0,vbd49304,Residence,https://immovlan.be/en/detail/residence/for-sale/5170/profondeville/vbd49304,,0,1,Namur,house,
,2.0,1,180,Huy,4,4500.0,219500.0,vbd49844,Residence,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd49844,Normal,0,1,Liège,house,ready_to_move_in
1968,,1,,Tessenderlo,3,3980.0,348000.0,rbu41271,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu41271,,0,1,Limburg,house,
,,1,,Ham-sur-Sambre,3,5190.0,130000.0,vbd19420,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/ham-sur-sambre/vbd19420,,0,1,Namur,house,
,3.0,1,120,Bas-Oha,3,4520.0,289000.0,vbd41637,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/bas-oha/vbd41637,,0,0,Liège,house,
1930,2.0,1,275,Tessenderlo,6,3980.0,239000.0,rbu45528,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu45528,Normal,0,1,Limburg,house,ready_to_move_in
,,0,121,Ham-sur-Sambre,2,5190.0,105000.0,vbd30718,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/ham-sur-sambre/vbd30718,To be renovated,0,0,Namur,house,to_renovate
,,1,105,Moha,3,4520.0,245000.0,vbd43962,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/moha/vbd43962,To renovate,0,1,Liège,house,to_renovate
1987,4.0,1,278,Vinalmont,5,4520.0,549000.0,vwd15444,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/vinalmont/vwd15444,Excellent,0,1,Liège,house,ready_to_move_in
,4.0,1,214,Tessenderlo,5,3980.0,645000.0,rbu48615,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu48615,Excellent,1,1,Limburg,house,ready_to_move_in
,,0,,,,,,vbd38553,,https://immovlan.be/en/detail/residence/for-sale/5190/ham-sur-sambre/vbd38553,,0,,,,
1950,4.0,1,79,Wanze,2,4520.0,274000.0,vba05118,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vba05118,To renovate,0,1,Liège,house,to_renovate
1968,4.0,1,203,Tessenderlo,4,3980.0,519000.0,rbu50856,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu50856,,0,1,Limburg,house,
,4.0,1,350,Jemeppe-Sur-Sambre,6,5190.0,110000.0,vbc95102,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbc95102,To be renovated,0,1,Namur,house,to_renovate
,4.0,1,183,Tessenderlo,4,3980.0,511200.0,rbu51831,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu51831,,0,0,Limburg,house,
2023,4.0,1,180,Wanze,3,4520.0,449000.0,vbd35878,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vbd35878,Excellent,0,1,Liège,house,ready_to_move_in
,2.0,1,145,Jemeppe-Sur-Sambre,3,5190.0,260000.0,vbd24412,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd24412,Excellent,0,1,Namur,house,ready_to_move_in
,4.0,1,210,Jemeppe-Sur-Sambre,4,5190.0,199000.0,vbd27807,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd27807,To be renovated,0,1,Namur,house,to_renovate
1962,3.0,1,195,Tessenderlo,,3980.0,368000.0,rbu52109,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu52109,,0,1,Limburg,house,
,3.0,1,175,Wanze,3,4520.0,345000.0,vbd41919,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vbd41919,Normal,0,1,Liège,house,ready_to_move_in
1918,2.0,1,211,Jemeppe-Sur-Sambre,3,5190.0,219000.0,vbd32514,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd32514,Normal,0,1,Namur,house,ready_to_move_in
1974,3.0,0,158,Tessenderlo,3,3980.0,239000.0,rbu56327,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu56327,,0,1,Limburg,house,
1850,3.0,1,220,Wanze,4,4520.0,445000.0,vbd45589,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vbd45589,Normal,1,1,Liège,house,ready_to_move_in
2007,3.0,1,114,Jemeppe-Sur-Sambre,4,5190.0,255000.0,vbd44005,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd44005,,0,1,Namur,house,
1972,2.0,1,232,Tessenderlo,5,3980.0,379000.0,rbu58961,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu58961,,0,1,Limburg,house,
1955,4.0,1,150,Wanze,4,4520.0,319500.0,vbd46495,Residence,https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vbd46495,Normal,0,1,Liège,house,ready_to_move_in
1951,4.0,1,143,Jemeppe-Sur-Sambre,2,5190.0,195000.0,vbd47422,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd47422,To renovate,0,0,Namur,house,to_renovate
2023,3.0,1,225,Tessenderlo,3,3980.0,295000.0,rbu64217,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu64217,New,0,1,Limburg,house,ready_to_move_in
,,1,,Vaux-et-Borset,5,4530.0,230000.0,vbc76082,Residence,https://immovlan.be/en/detail/residence/for-sale/4530/vaux-et-borset/vbc76082,,0,0,Liège,house,
1910,3.0,1,200,Jemeppe-Sur-Sambre,3,5190.0,269000.0,vbd49080,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd49080,Fully renovated,0,1,Namur,house,ready_to_move_in
1967,3.0,0,111,Tessenderlo,4,3980.0,175000.0,rbu64411,Residence,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu64411,To be renovated,0,1,Limburg,house,to_renovate
1920,4.0,1,268,Verlaine,4,4537.0,275000.0,vbd50084,Residence,https://immovlan.be/en/detail/residence/for-sale/4537/verlaine/vbd50084,To be renovated,0,1,Liège,house,to_renovate
,2.0,1,212,Moustier-Sur-Sambre,3,5190.0,330000.0,vbd40490,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbd40490,,0,1,Namur,house,
1892,4.0,1,236,Peer,4,3990.0,495000.0,rbu59455,Residence,https://immovlan.be/en/detail/residence/for-sale/3990/peer/rbu59455,Normal,0,1,Limburg,house,ready_to_move_in
,,0,140,Amay,3,4540.0,85000.0,vbc26098,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbc26098,,0,0,Liège,house,
,3.0,1,212,Moustier-Sur-Sambre,3,5190.0,,vbd41209,Residence,https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbd41209,New,0,1,Namur,house,ready_to_move_in
,,1,145,Amay,2,4540.0,40000.0,vbc67379,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbc67379,To renovate,0,0,Liège,house,to_renovate
1955,4.0,1,242,Peer,6,3990.0,449000.0,rbu62352,Residence,https://immovlan.be/en/detail/residence/for-sale/3990/peer/rbu62352,,0,,Limburg,house,
2006,4.0,1,153,Amay,4,4540.0,349000.0,vbc71180,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbc71180,Normal,0,1,Liège,house,ready_to_move_in
1997,4.0,0,253,Andenne,5,5300.0,385000.0,vbc59217,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc59217,Normal,0,1,Namur,house,ready_to_move_in
2025,3.0,1,160,Wijchmaal,3,3990.0,385000.0,rbu35645,Residence,https://immovlan.be/en/detail/residence/for-sale/3990/wijchmaal/rbu35645,New,0,1,Limburg,house,ready_to_move_in
,2.0,1,143,Glain,4,4000.0,150000.0,vbd35860,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/glain/vbd35860,To be renovated,0,1,Liège,house,to_renovate
,,0,,,,,,vbc83897,,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc83897,,0,,,,
,,1,103,Amay,3,4540.0,189000.0,vbd20983,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd20983,Normal,0,1,Liège,house,ready_to_move_in
,,1,70,Amay,2,4540.0,165000.0,vbd41501,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd41501,Normal,0,1,Liège,house,ready_to_move_in
,,0,240,Glain,6,4000.0,315000.0,vbd39783,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/glain/vbd39783,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,220,Andenne,4,5300.0,295000.0,vbc99666,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc99666,Normal,0,1,Namur,house,ready_to_move_in
,2.0,0,190,Amay,5,4540.0,260000.0,vbd42233,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd42233,Normal,0,1,Liège,house,ready_to_move_in
,2.0,1,113,Liege,2,4000.0,229000.0,vba26995,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vba26995,Excellent,0,1,Liège,house,ready_to_move_in
,,0,,,,,,vbd02127,,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd02127,,0,,,,
2024,,1,197,Amay,4,4540.0,379000.0,vbd45624,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd45624,Normal,0,1,Liège,house,ready_to_move_in
,,1,160,Liege,3,4000.0,229000.0,vbd06501,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd06501,To renovate,0,0,Liège,house,to_renovate
1993,4.0,1,170,Andenne,5,5300.0,470000.0,vbd24974,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd24974,,1,1,Namur,house,
1965,2.0,1,176,Liege,3,4000.0,199000.0,vbd10751,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd10751,,0,1,Liège,house,
1900,,0,83,Amay,1,4540.0,79000.0,vbd47195,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd47195,To be renovated,0,1,Liège,house,to_renovate
,2.0,0,168,Andenne,3,5300.0,175000.0,vbd25605,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd25605,To be renovated,0,1,Namur,house,to_renovate
1874,3.0,0,42,Liege,2,4000.0,125000.0,vbd11046,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd11046,Normal,0,1,Liège,house,ready_to_move_in
1950,3.0,1,192,Amay,4,4540.0,185000.0,vbd48357,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd48357,To be renovated,0,1,Liège,house,to_renovate
,4.0,1,190,Andenne,3,5300.0,377535.0,vbd26625,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd26625,New,0,,Namur,house,ready_to_move_in
1938,4.0,0,92,Liege,3,4000.0,220000.0,vbd21163,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd21163,To be renovated,0,0,Liège,house,to_renovate
,4.0,1,228,Andenne,3,5300.0,432245.0,vbd26626,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd26626,New,0,,Namur,house,ready_to_move_in
,3.0,1,110,Amay,3,4540.0,199000.0,vbd50040,Residence,https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd50040,Normal,0,1,Liège,house,ready_to_move_in
,2.0,0,165,Andenne,3,5300.0,310000.0,vbd28766,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd28766,Excellent,0,0,Namur,house,ready_to_move_in
,2.0,0,141,Liege,4,4000.0,190000.0,vbd41720,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd41720,To be renovated,0,0,Liège,house,to_renovate
,4.0,1,395,Nandrin,5,4550.0,899000.0,vbc84186,Residence,https://immovlan.be/en/detail/residence/for-sale/4550/nandrin/vbc84186,Excellent,1,1,Liège,house,ready_to_move_in
1966,3.0,1,185,Andenne,3,5300.0,295000.0,vbd30988,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd30988,To be renovated,0,1,Namur,house,to_renovate
,2.0,1,139,Liege,4,4000.0,249000.0,vbd42779,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd42779,Excellent,0,1,Liège,house,ready_to_move_in
1950,4.0,1,181,Tinlot,4,4557.0,649000.0,vbd38225,Residence,https://immovlan.be/en/detail/residence/for-sale/4557/tinlot/vbd38225,Normal,1,1,Liège,house,ready_to_move_in
,,1,107,Liege,3,4000.0,289000.0,vbd42886,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd42886,Fully renovated,0,1,Liège,house,ready_to_move_in
1918,2.0,1,180,Clavier,3,4560.0,299500.0,vbd49569,Residence,https://immovlan.be/en/detail/residence/for-sale/4560/clavier/vbd49569,Excellent,0,1,Liège,house,ready_to_move_in
,,0,65,Andenne,1,5300.0,109000.0,vbd31473,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd31473,To be renovated,0,0,Namur,house,to_renovate
1880,2.0,1,310,Liege,6,4000.0,450000.0,vbd43288,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd43288,,0,1,Liège,house,
,,1,286,Andenne,5,5300.0,379000.0,vbd33456,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd33456,Normal,0,1,Namur,house,ready_to_move_in
1918,2.0,0,70,Ocquier,1,4560.0,129000.0,vbd44446,Residence,https://immovlan.be/en/detail/residence/for-sale/4560/ocquier/vbd44446,To renovate,0,0,Liège,house,to_renovate
,2.0,0,,Liege,3,4000.0,199000.0,vbd43738,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd43738,Fully renovated,0,1,Liège,house,ready_to_move_in
1930,4.0,1,125,Andenne,3,5300.0,295000.0,vbd35548,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd35548,To be renovated,0,1,Namur,house,to_renovate
1899,4.0,1,150,Marchin,4,4570.0,369500.0,vbd42181,Residence,https://immovlan.be/en/detail/residence/for-sale/4570/marchin/vbd42181,To renovate,0,1,Liège,house,to_renovate
1930,2.0,1,144,Liege,4,4000.0,379000.0,vbd43833,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd43833,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,147,Marchin,4,4570.0,355871.0,vbd42984,Residence,https://immovlan.be/en/detail/residence/for-sale/4570/marchin/vbd42984,New,0,,Liège,house,ready_to_move_in
1875,3.0,1,130,Andenne,3,5300.0,215000.0,vbd42163,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd42163,,0,1,Namur,house,
,4.0,1,190,Marchin,4,4570.0,385177.0,vbd42985,Residence,https://immovlan.be/en/detail/residence/for-sale/4570/marchin/vbd42985,New,0,,Liège,house,ready_to_move_in
1850,2.0,0,105,Andenne,2,5300.0,140000.0,vbd42391,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd42391,,0,1,Namur,house,
1930,2.0,1,143,Liege,4,4000.0,189000.0,vbd43925,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd43925,To renovate,0,1,Liège,house,to_renovate
2025,2.0,1,,Modave,3,4577.0,299000.0,vbd47936,Residence,https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd47936,New,0,1,Liège,house,ready_to_move_in
1950,2.0,1,140,Andenne,3,5300.0,160000.0,vbd42392,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd42392,To be renovated,0,1,Namur,house,to_renovate
,2.0,0,144,Liege,4,4000.0,315000.0,vbd44261,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd44261,Normal,0,1,Liège,house,ready_to_move_in
,2.0,1,72,Andenne,2,5300.0,135000.0,vbd43101,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd43101,,0,1,Namur,house,
,,0,75,Modave,1,4577.0,139000.0,vbd48814,Residence,https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd48814,Fully renovated,0,0,Liège,house,ready_to_move_in
1918,2.0,1,138,Liege,3,4000.0,269000.0,vbd44531,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd44531,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,190,Modave,3,4577.0,385500.0,vbd48950,Residence,https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd48950,New,0,,Liège,house,ready_to_move_in
,2.0,1,160,Andenne,4,5300.0,295000.0,vbd43531,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd43531,Normal,0,1,Namur,house,ready_to_move_in
1899,2.0,1,285,Liege,4,4000.0,599000.0,vbd44896,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd44896,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,158,Modave,3,4577.0,357863.0,vbd48951,Residence,https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd48951,New,0,,Liège,house,ready_to_move_in
,3.0,1,100,Andenne,3,5300.0,145000.0,vbd44159,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd44159,To be renovated,0,0,Namur,house,to_renovate
1975,2.0,0,158,Liege,7,4000.0,349000.0,vbd44897,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd44897,Normal,0,1,Liège,house,ready_to_move_in
,4.0,0,,Lanaye,,4600.0,16500.0,vbc61485,Residence,https://immovlan.be/en/detail/residence/for-sale/4600/lanaye/vbc61485,,0,0,Liège,house,
,4.0,1,184,Andenne,4,5300.0,469000.0,vbd44722,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd44722,Excellent,0,1,Namur,house,ready_to_move_in
,2.0,1,143,Liege,3,4000.0,185000.0,vbd45254,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd45254,Normal,0,1,Liège,house,ready_to_move_in
1969,4.0,1,158,Andenne,4,5300.0,310000.0,vbd46122,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd46122,Normal,0,1,Namur,house,ready_to_move_in
1934,3.0,1,193,Visé,2,4600.0,315000.0,vbd06420,Residence,https://immovlan.be/en/detail/residence/for-sale/4600/vise/vbd06420,Normal,0,1,Liège,house,ready_to_move_in
,2.0,0,120,Liege,5,4000.0,309000.0,vbd45412,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd45412,,0,1,Liège,house,
1989,4.0,1,170,Andenne,4,5300.0,309000.0,vbd46911,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd46911,,0,0,Namur,house,
,2.0,0,180,Visé,3,4600.0,285000.0,vbd46137,Residence,https://immovlan.be/en/detail/residence/for-sale/4600/vise/vbd46137,,0,0,Liège,house,
1970,3.0,1,107,Liege,3,4000.0,219000.0,vbd46093,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd46093,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,165,Visé,3,4600.0,365000.0,vbd49817,Residence,https://immovlan.be/en/detail/residence/for-sale/4600/vise/vbd49817,Normal,0,1,Liège,house,ready_to_move_in
2016,4.0,1,166,Andenne,3,5300.0,340000.0,vbd47494,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd47494,Normal,1,1,Namur,house,ready_to_move_in
1918,3.0,1,71,Liege,2,4000.0,119000.0,vbd46094,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd46094,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,165,Visé,3,4600.0,365000.0,vbd49822,Residence,https://immovlan.be/en/detail/residence/for-sale/4600/vise/vbd49822,Normal,0,1,Liège,house,ready_to_move_in
